ID,Duration,Model/Calls,Model/Input tokens,Model/Output tokens,Model/Input tokens cost,Model/Output tokens cost,Model/Total cost,Tools/searcher/Total searches,Tools/searcher/Search engine calls/google,Tools/searcher/Search engine calls/google_vision
1,13.017536401748655,7,8016.0,276,0.0006012,8.28e-05,0.0006839999999999,1,1,0
3,21.981364488601685,8,23177.0,797,0.0017382749999999,0.0002390999999999,0.001977375,1,0,1
2,49.642306089401245,15,452063.0,790,0.033904725,0.000237,0.034141725,2,2,0
5,38.0269672870636,16,67177.0,1550,0.005038275,0.000465,0.005503275,3,2,1
6,14.516339540481567,8,35614.0,670,0.00267105,0.000201,0.00287205,1,0,1
8,43.64481949806213,11,102174.0,353,0.0076630499999999,0.0001058999999999,0.0077689499999999,2,1,1
7,52.0447256565094,20,87027.0,1576,0.006527025,0.0004727999999999,0.0069998249999999,5,5,0
0,118.92990589141846,8,19898.0,493,0.00149235,0.0001479,0.00164025,1,1,0
11,13.002238273620604,8,9304.0,634,0.0006977999999999,0.0001902,0.0008879999999999,1,1,0
12,19.53187680244445,8,41482.0,790,0.00311115,0.000237,0.00334815,2,1,1
10,47.44496273994446,22,146094.0,1359,0.01095705,0.0004077,0.01136475,4,3,1
4,156.87454390525818,11,28999.0,383,0.002174925,0.0001148999999999,0.0022898249999999,3,2,1
14,14.25753140449524,8,20440.0,499,0.001533,0.0001496999999999,0.0016827,1,1,0
13,28.13642644882202,15,65796.0,1311,0.0049347,0.0003933,0.005328,2,1,1
15,15.319716215133669,8,22230.0,684,0.00166725,0.0002052,0.00187245,1,1,0
17,14.402531147003174,8,18998.0,613,0.0014248499999999,0.0001839,0.00160875,1,1,0
18,16.478811740875244,8,32689.0,571,0.0024516749999999,0.0001713,0.0026229749999999,1,1,0
16,70.19956755638123,26,448035.0,1274,0.033602625,0.0003821999999999,0.0339848249999999,4,4,0
19,55.473344564437866,24,309901.0,833,0.023242575,0.0002499,0.023492475,5,5,0
22,18.54801917076111,10,63004.0,571,0.0047253,0.0001713,0.0048966,2,1,1
21,35.78892683982849,17,75358.0,913,0.0056518499999999,0.0002739,0.0059257499999999,3,3,0
24,14.27403473854065,10,15694.0,560,0.00117705,0.000168,0.00134505,1,1,0
23,34.50307512283325,14,49533.0,815,0.0037149749999999,0.0002445,0.003959475,2,2,0
9,215.16614198684687,8,50069.0,964,0.003755175,0.0002892,0.004044375,1,0,1
25,51.21923780441284,21,463621.0,785,0.034771575,0.0002355,0.035007075,4,4,0
20,157.45619750022888,15,299191.0,1062,0.022439325,0.0003186,0.022757925,2,2,0
28,38.40815401077271,18,126113.0,1252,0.009458475,0.0003755999999999,0.009834075,3,3,0
26,93.33108592033386,22,1279337.0,1351,0.0959502749999999,0.0004053,0.0963555749999999,3,3,0
30,29.88231372833252,16,73536.0,1136,0.0055152,0.0003408,0.0058559999999999,3,3,0
31,19.79708909988404,8,28774.0,838,0.00215805,0.0002514,0.00240945,1,1,0
27,98.35339450836182,34,392446.0,1532,0.02943345,0.0004595999999999,0.02989305,7,7,0
34,12.871302604675291,8,17232.0,596,0.0012923999999999,0.0001787999999999,0.0014711999999999,1,1,0
33,24.7468523979187,12,66900.0,1323,0.0050175,0.0003969,0.0054144,2,1,1
32,45.312036752700806,21,174639.0,1320,0.013097925,0.000396,0.013493925,3,3,0
36,26.269855260849,11,30020.0,1326,0.0022515,0.0003978,0.0026493,2,2,0
37,8.827363967895508,7,4838.0,230,0.0003628499999999,6.9e-05,0.0004318499999999,1,1,0
35,56.87230134010315,21,326625.0,1214,0.024496875,0.0003641999999999,0.024861075,3,3,0
39,23.34933638572693,13,54100.0,895,0.0040575,0.0002685,0.004326,2,2,0
41,22.871787786483765,12,57710.0,999,0.00432825,0.0002996999999999,0.00462795,2,2,0
40,52.81696915626526,19,59392.0,1022,0.0044544,0.0003065999999999,0.004761,3,3,0
42,31.599612712860107,18,45587.0,1101,0.003419025,0.0003303,0.003749325,3,3,0
29,194.2056813240052,22,445552.0,1312,0.0334164,0.0003935999999999,0.03381,6,6,0
44,12.420371770858765,8,17762.0,414,0.0013321499999999,0.0001241999999999,0.00145635,1,1,0
38,93.04254126548769,21,224956.0,1660,0.0168717,0.000498,0.0173697,3,3,0
45,24.851497650146484,14,21479.0,698,0.001610925,0.0002094,0.001820325,2,2,0
43,43.88112497329712,20,185717.0,960,0.013928775,0.000288,0.014216775,3,3,0
49,14.134248971939089,8,28063.0,600,0.002104725,0.00018,0.002284725,1,0,1
46,56.58577799797058,19,433453.0,1058,0.0325089749999999,0.0003173999999999,0.032826375,3,3,0
48,46.75881791114807,21,135498.0,891,0.01016235,0.0002673,0.01042965,5,4,1
47,75.30831098556519,8,14359.0,474,0.001076925,0.0001422,0.001219125,1,1,0
50,58.555694580078125,25,299189.0,1411,0.022439175,0.0004233,0.022862475,4,4,0
53,26.066261053085327,10,95848.0,966,0.0071886,0.0002898,0.0074784,1,1,0
55,12.675186395645142,7,12892.0,592,0.0009669,0.0001776,0.0011445,1,1,0
52,51.21292686462402,12,104684.0,990,0.0078512999999999,0.000297,0.0081482999999999,2,2,0
56,29.862305879592896,12,116166.0,1111,0.0087124499999999,0.0003333,0.0090457499999999,2,1,1
54,62.10797429084778,26,252390.0,1717,0.01892925,0.0005151,0.01944435,4,4,0
57,70.08576035499573,24,329876.0,1450,0.0247407,0.000435,0.0251757,4,4,0
58,76.40656232833862,24,394676.0,1372,0.0296006999999999,0.0004116,0.0300123,4,4,0
51,168.47104406356812,12,105214.0,569,0.0078910499999999,0.0001707,0.0080617499999999,2,2,0
59,74.1756227016449,32,384173.0,1455,0.0288129749999999,0.0004365,0.0292494749999999,7,6,1
61,28.85417222976685,15,46060.0,1596,0.0034545,0.0004787999999999,0.0039333,2,2,0
64,64.54087448120117,26,371265.0,1480,0.027844875,0.000444,0.028288875,4,4,0
60,128.6236138343811,8,52586.0,726,0.00394395,0.0002177999999999,0.00416175,1,0,1
63,86.0581705570221,18,67622.0,1257,0.00507165,0.0003770999999999,0.00544875,3,3,0
62,104.93602013587952,15,111218.0,646,0.00834135,0.0001938,0.00853515,2,1,1
66,18.481622457504272,10,34514.0,578,0.00258855,0.0001734,0.00276195,1,1,0
65,26.951380968093872,14,68155.0,891,0.005111625,0.0002673,0.005378925,2,2,0
67,33.167460680007935,21,102234.0,753,0.0076675499999999,0.0002259,0.00789345,3,3,0
68,33.06793022155762,17,172576.0,645,0.0129431999999999,0.0001935,0.0131366999999999,3,3,0
71,28.37254571914673,15,115085.0,913,0.008631375,0.0002739,0.008905275,3,3,0
70,55.10008406639099,13,50019.0,356,0.0037514249999999,0.0001068,0.003858225,3,3,0
73,21.605544805526733,8,18338.0,726,0.00137535,0.0002177999999999,0.00159315,1,0,1
